#radi	circarea	central	t=1	t=2	t=3	t=4	t=5	t=6	t=7	t=8	t=9	t=10	t=11	t=12	t=13	t=14	t=15	t=16	t=17	t=18	t=19	t=20	t=21	t=22	t=23	t=24	t=25	t=26	t=27	t=28	t=29	t=30
191.0	13178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000834	7.588404	0.005235	0.015025	0.032781	0.058886	0.088708	0.129078	0.098421	0.112839	0.133024	0.148884	0.160039	0.187888	0.196084	0.204431
192.0	13200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000530	0.0	0.005227	0.014090	0.031515	0.057121	0.086666	0.125984	0.094621	0.110606	0.129393	0.143333	0.157878	0.185454	0.191363	0.197878
193.0	13276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000376	0.0	0.004971	0.012955	0.029225	0.054986	0.083157	0.122401	0.093627	0.109897	0.127297	0.138520	0.156749	0.180551	0.188159	0.194335
194.0	13344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000299	0.0	0.004721	0.011990	0.026828	0.052158	0.079061	0.118929	0.091052	0.108138	0.123651	0.132494	0.154301	0.174985	0.183678	0.188773
195.0	13480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.418397	0.0	0.004451	0.010756	0.024480	0.049406	0.077670	0.116913	0.090504	0.106750	0.121735	0.128338	0.153709	0.172626	0.181528	0.180563
196.0	13470.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004231	0.009725	0.021900	0.045360	0.072902	0.113214	0.087973	0.104751	0.119970	0.123608	0.151373	0.167780	0.177208	0.174536
197.0	13624.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003963	0.009028	0.019817	0.042792	0.070390	0.110026	0.087272	0.103787	0.118173	0.122284	0.149662	0.163828	0.175132	0.170214
198.0	13622.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003743	0.008809	0.017985	0.039715	0.066583	0.106665	0.085890	0.102554	0.116062	0.119953	0.146380	0.159961	0.171927	0.166862
199.0	13692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003359	0.008399	0.016359	0.035860	0.062372	0.102614	0.084574	0.102322	0.114665	0.117952	0.145048	0.156587	0.168127	0.162357
200.0	13772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002904	0.007987	0.014740	0.031803	0.057725	0.097952	0.081106	0.099912	0.112765	0.114725	0.144133	0.153282	0.163810	0.157493
201.0	13866.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002307	0.007500	0.013269	0.028414	0.053295	0.093321	0.078898	0.098153	0.109404	0.112000	0.143083	0.149935	0.161546	0.155488
202.0	13948.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001577	0.007527	0.012044	0.025738	0.048394	0.089403	0.076139	0.094995	0.107542	0.111772	0.141238	0.148623	0.160668	0.154359
203.0	14018.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001070	0.006919	0.010843	0.023327	0.044442	0.085675	0.072620	0.091382	0.104722	0.109930	0.138464	0.144671	0.158153	0.150877
204.0	14098.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000709	0.006242	0.009859	0.021137	0.040927	0.081713	0.068378	0.087601	0.101858	0.107532	0.134699	0.141651	0.154915	0.148602
205.0	14131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000424	0.005519	0.008987	0.019956	0.037223	0.077418	0.064326	0.083716	0.098011	0.104663	0.132687	0.137286	0.152360	0.145920
206.0	14162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000211	0.005154	0.008473	0.019276	0.034246	0.073435	0.060867	0.080355	0.094407	0.102104	0.128018	0.133879	0.148284	0.144894
207.0	14218.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004712	0.007947	0.018216	0.031790	0.069630	0.056829	0.076944	0.091714	0.099943	0.124349	0.130609	0.146645	0.142847
208.0	14300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004545	0.007062	0.017272	0.029230	0.065804	0.053636	0.073426	0.088741	0.098321	0.120559	0.127482	0.143846	0.138811
209.0	14390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004169	0.006601	0.016678	0.027727	0.063099	0.049895	0.070535	0.085823	0.095969	0.117790	0.124669	0.142321	0.135997
210.0	14474.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004007	0.005872	0.016028	0.025701	0.060245	0.047257	0.067154	0.082285	0.093547	0.114481	0.121251	0.139215	0.132306
211.0	14522.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003787	0.005095	0.015287	0.024376	0.056397	0.044277	0.063903	0.078983	0.090276	0.109626	0.117132	0.134761	0.128976
212.0	14608.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003422	0.004244	0.014307	0.022042	0.053532	0.041484	0.060993	0.076191	0.089471	0.105216	0.112677	0.131708	0.126848
213.0	14668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002931	0.003681	0.013226	0.020179	0.050859	0.039132	0.059380	0.073016	0.087469	0.102808	0.109626	0.127624	0.124693
214.0	14792.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002366	0.002906	0.012033	0.018455	0.046984	0.037858	0.057395	0.069564	0.083761	0.098837	0.106611	0.125135	0.123918
215.0	14734.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002239	0.002307	0.010519	0.017103	0.044794	0.036785	0.056128	0.066852	0.081240	0.096239	0.104452	0.123863	0.122505
216.0	14900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001946	0.001610	0.008926	0.015637	0.042281	0.035369	0.054832	0.064496	0.079731	0.094496	0.103221	0.121879	0.122483
217.0	15022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001730	0.001198	0.007389	0.013979	0.040074	0.033151	0.053854	0.062175	0.076421	0.091332	0.101051	0.119757	0.121821
218.0	15034.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001529	0.000931	0.006585	0.012771	0.037381	0.031927	0.052880	0.059265	0.074763	0.088599	0.099308	0.117866	0.121458
219.0	15108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001191	0.000728	0.005493	0.011318	0.035279	0.030050	0.051562	0.057254	0.071352	0.086179	0.097365	0.116428	0.120532
220.0	15120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000925	0.000529	0.004563	0.010119	0.033267	0.029166	0.049801	0.055952	0.069047	0.084523	0.095436	0.115277	0.119775
221.0	15154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000527	0.000329	0.003893	0.009436	0.031014	0.028111	0.048172	0.053979	0.065857	0.081034	0.092120	0.113105	0.117658
222.0	15292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130	0.000130	0.003400	0.008566	0.028773	0.027072	0.046821	0.051987	0.063235	0.079714	0.088935	0.110711	0.114962
223.0	15426.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.482561	0.0	0.003111	0.008103	0.027032	0.025735	0.046026	0.050434	0.061584	0.077725	0.086671	0.107999	0.113185
224.0	15456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002717	0.007634	0.025556	0.024585	0.044642	0.048654	0.059006	0.074922	0.082880	0.106172	0.108760
225.0	15514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002513	0.006896	0.024107	0.022882	0.042864	0.047569	0.057045	0.072708	0.079734	0.101779	0.104873
226.0	15578.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002118	0.005841	0.021697	0.020991	0.040826	0.045127	0.053665	0.069135	0.075491	0.096995	0.100847
227.0	15622.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001984	0.005313	0.019523	0.018819	0.037831	0.043208	0.050377	0.065228	0.070797	0.091921	0.094098
228.0	15726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002098	0.005341	0.017359	0.016787	0.035037	0.040887	0.047691	0.061617	0.065814	0.086798	0.087498
229.0	15772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002282	0.005452	0.015850	0.015533	0.032969	0.038676	0.043938	0.058077	0.061945	0.081156	0.082170
230.0	15920.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002701	0.005716	0.015012	0.014572	0.030967	0.036746	0.041896	0.055150	0.057600	0.075879	0.078015
231.0	15996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002875	0.005501	0.013690	0.013503	0.029507	0.035071	0.039697	0.052013	0.052763	0.069829	0.072330
232.0	15950.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002821	0.005141	0.013354	0.012727	0.027836	0.034357	0.038244	0.048526	0.049278	0.065329	0.068275
233.0	16008.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003123	0.005184	0.012681	0.011181	0.026111	0.032608	0.036856	0.045352	0.046289	0.061094	0.064155
234.0	16124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003225	0.005085	0.012031	0.010481	0.023753	0.031071	0.034606	0.042607	0.043661	0.057243	0.059414
235.0	16216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003515	0.004933	0.011346	0.009928	0.021706	0.029723	0.033608	0.040453	0.041563	0.053465	0.056055
236.0	16327.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003736	0.005328	0.011330	0.010105	0.020150	0.028296	0.032216	0.038525	0.038341	0.050652	0.052673
237.0	16328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003980	0.005695	0.011391	0.010350	0.018495	0.027192	0.031908	0.036440	0.035828	0.047341	0.049485
238.0	16360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004217	0.005806	0.011674	0.010391	0.017359	0.025611	0.031356	0.034841	0.034596	0.044437	0.048288
239.0	16466.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004494	0.005830	0.011660	0.010931	0.016215	0.023563	0.030183	0.033645	0.032551	0.042025	0.046641
240.0	16557.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004469	0.005677	0.011294	0.010811	0.014495	0.021682	0.029353	0.031889	0.031829	0.039862	0.044694
241.0	16558.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004408	0.005918	0.011052	0.010689	0.013045	0.019869	0.028264	0.030740	0.031223	0.037564	0.042336
242.0	16676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004257	0.005756	0.010314	0.009894	0.011153	0.017090	0.026864	0.028783	0.030702	0.036039	0.040117
243.0	16746.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004180	0.005553	0.009494	0.009315	0.009673	0.014690	0.025438	0.027170	0.029439	0.033978	0.038277
244.0	16784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003693	0.004945	0.008639	0.008579	0.008102	0.012750	0.023355	0.025560	0.027883	0.031935	0.035867
245.0	16944.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003482	0.004662	0.007731	0.007849	0.006846	0.010741	0.021010	0.023253	0.025908	0.029745	0.033168
246.0	16890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003078	0.004322	0.006749	0.006867	0.005683	0.008880	0.018176	0.020781	0.024037	0.027649	0.031083
247.0	16990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002648	0.003472	0.005473	0.005532	0.004414	0.006709	0.015126	0.018304	0.022660	0.025721	0.029252
248.0	17064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002402	0.002930	0.004512	0.004395	0.003398	0.004864	0.012482	0.016174	0.020979	0.023558	0.027367
249.0	17122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001985	0.002452	0.003329	0.003270	0.002336	0.003270	0.010162	0.014542	0.019273	0.021901	0.025639
250.0	17179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001513	0.001804	0.002503	0.002328	0.001746	0.002503	0.008207	0.012282	0.017870	0.020664	0.024040
251.0	17219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001045	0.001277	0.001742	0.001451	0.001103	0.001509	0.006214	0.010163	0.015506	0.019397	0.021952
252.0	17247.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000695	0.000695	0.001043	0.000985	0.000753	0.000753	0.004696	0.008639	0.013567	0.018495	0.021453
253.0	17208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000290	0.000232	0.000464	0.000581	0.000406	0.000464	0.003138	0.007205	0.011622	0.017433	0.020513
254.0	17179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.821060	5.821060	0.000174	0.000174	0.000174	0.000174	0.001920	0.006636	0.010652	0.016997	0.020024
255.0	17106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.845902	5.845902	0.0	0.000175	0.000116	5.845902	0.001227	0.005728	0.010054	0.016426	0.019876
